country,iso_code,year,month,continent,income_group,latitude,longitude,latitude_band,climate_zone,temp_anomaly_global,temp_anomaly_land,temp_anomaly_ocean,temp_anomaly_arctic,temp_max,temp_min,co2_emissions,co2_per_capita,co2_per_gdp,cumulative_co2,co2_concentration_ppm,methane_emissions,nitrous_oxide,total_ghg,land_use_change_co2,sea_ice_extent_arctic,sea_ice_extent_antarc,sea_surface_temp_anom,nino34_index,ocean_heat_content,precipitation_anomaly,drought_index_pdsi,spi_3month,primary_energy_twh,share_renewables_pct,share_coal_pct,co2_per_kwh,electricity_demand_twh,renewable_capacity_gw,oil_production,population_millions,gdp_per_capita_usd,population_density,urbanization_rate,forest_cover_pct,industrial_share_gdp,agriculture_share_gdp,vehicle_ownership,radiative_forcing,temp_change_from_co2,climate_risk_score,warming_category,renewable_transition_stage,emission_intensity_level
Poland,POL,1999,4,Europe,High Income,52.0,20.0,Temperate,Continental,0.29,0.62,0.18,0.76,-1.2,-11.6,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-0.74,,-0.1,-0.2,-0.25,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,371.0,2.531,0.29,16.3,Normal,Low,Extreme
Poland,POL,1999,5,Europe,High Income,52.0,20.0,Temperate,Continental,0.3,0.69,0.13,0.69,-14.4,-25.2,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-1.03,,15.5,0.58,-0.28,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,367.0,2.531,0.29,16.3,Normal,Low,Extreme
Poland,POL,1999,6,Europe,High Income,52.0,20.0,Temperate,Continental,0.32,0.66,0.23,0.92,-24.3,-37.8,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-1.29,,53.0,1.36,0.32,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,372.0,2.531,0.29,18.1,Normal,Low,Extreme
Poland,POL,1999,7,Europe,High Income,52.0,20.0,Temperate,Continental,0.33,0.74,0.05,0.7,-27.2,-39.1,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-0.96,,-27.9,-0.53,-0.36,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,381.0,2.531,0.29,19.4,Normal,Low,Extreme
Poland,POL,1999,8,Europe,High Income,52.0,20.0,Temperate,Continental,0.37,0.7,0.21,0.61,-27.1,-36.9,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-1.32,,-34.4,-0.5,-0.5,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,376.0,2.531,0.29,20.5,Normal,Low,Extreme
Poland,POL,1999,9,Europe,High Income,52.0,20.0,Temperate,Continental,0.31,0.68,0.2,0.68,-13.9,-26.1,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-1.37,,-52.7,-0.71,-0.72,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,362.0,2.531,0.29,20.6,Normal,Low,Extreme
Poland,POL,1999,10,Europe,High Income,52.0,20.0,Temperate,Continental,0.3,0.65,0.17,0.44,-1.0,-11.2,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-1.41,,64.7,1.8,0.69,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,381.0,2.531,0.29,18.1,Normal,Low,Extreme
Poland,POL,1999,11,Europe,High Income,52.0,20.0,Temperate,Continental,0.36,0.78,0.17,0.52,13.9,1.9,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-0.89,,-70.9,-1.87,-0.76,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,382.0,2.531,0.29,26.7,Normal,Low,Extreme
Poland,POL,1999,12,Europe,High Income,52.0,20.0,Temperate,Continental,0.25,0.61,0.16,0.18,24.3,11.4,346.1,8.82,0.3461,3376.0,368,61.7,18.9,463.4,2.3,,,,-1.23,,0.7,0.28,0.04,174.2,6.6,72.2,794.8,61.0,8.0,0.02,39.74,12158.0,126964.9,65.4,30,33,4,378.0,2.531,0.29,14.7,Normal,Low,Extreme
Poland,POL,2000,1,Europe,High Income,52.0,20.0,Temperate,Continental,0.36,0.72,0.19,0.61,26.7,18.4,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.63,,-1.3,0.59,-0.22,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,385.0,2.59,0.3,17.2,Normal,Low,Extreme
Poland,POL,2000,2,Europe,High Income,52.0,20.0,Temperate,Continental,0.31,0.65,0.18,0.63,23.5,14.7,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.78,,-6.3,-0.47,-0.21,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,391.0,2.59,0.3,18.0,Normal,Low,Extreme
Poland,POL,2000,3,Europe,High Income,52.0,20.0,Temperate,Continental,0.34,0.72,0.2,0.58,16.2,0.4,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-1.03,,-30.1,-0.96,-0.38,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,381.0,2.59,0.3,21.4,Normal,Low,Extreme
Poland,POL,2000,4,Europe,High Income,52.0,20.0,Temperate,Continental,0.39,0.73,0.25,0.58,2.2,-12.2,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.68,,-25.0,-0.62,0.07,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,373.0,2.59,0.3,21.0,Normal,Low,Extreme
Poland,POL,2000,5,Europe,High Income,52.0,20.0,Temperate,Continental,0.4,0.83,0.27,0.91,-14.0,-27.0,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.37,,30.1,0.32,0.24,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,385.0,2.59,0.3,19.1,Normal,Low,Extreme
Poland,POL,2000,6,Europe,High Income,52.0,20.0,Temperate,Continental,0.39,0.73,0.25,0.8,-24.5,-35.2,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.97,,22.7,0.7,-0.04,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,372.0,2.59,0.3,18.6,Normal,Low,Extreme
Poland,POL,2000,7,Europe,High Income,52.0,20.0,Temperate,Continental,0.38,0.71,0.3,0.74,-27.3,-41.4,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.57,,-65.9,-0.61,-0.68,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,386.0,2.59,0.3,22.2,Normal,Low,Extreme
Poland,POL,2000,8,Europe,High Income,52.0,20.0,Temperate,Continental,0.37,0.69,0.18,0.54,-24.6,-37.1,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.71,,11.8,-0.35,0.09,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,372.0,2.59,0.3,19.1,Normal,Low,Extreme
Poland,POL,2000,9,Europe,High Income,52.0,20.0,Temperate,Continental,0.32,0.73,0.22,0.63,-13.9,-26.4,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.69,,16.4,0.14,0.07,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,385.0,2.59,0.3,16.8,Normal,Low,Extreme
Poland,POL,2000,10,Europe,High Income,52.0,20.0,Temperate,Continental,0.37,0.74,0.22,0.98,0.0,-11.7,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.74,,2.4,-0.43,0.46,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,389.0,2.59,0.3,19.0,Normal,Low,Extreme
Poland,POL,2000,11,Europe,High Income,52.0,20.0,Temperate,Continental,0.34,0.72,0.18,0.85,15.3,2.9,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.99,,34.9,0.69,0.48,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,370.0,2.59,0.3,17.9,Normal,Low,Extreme
Poland,POL,2000,12,Europe,High Income,52.0,20.0,Temperate,Continental,0.38,0.72,0.25,0.76,23.3,13.2,364.7,8.8,0.3647,3740.0,369,65.7,23.1,492.5,2.3,,,,-0.78,,6.8,-0.83,0.22,188.2,7.0,70.3,775.2,65.9,9.2,0.0,39.94,12051.0,127603.8,66.1,30,33,4,376.0,2.59,0.3,20.9,Normal,Low,Extreme
Poland,POL,2001,1,Europe,High Income,52.0,20.0,Temperate,Continental,0.54,0.9,0.4,1.01,25.9,15.2,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.0,,-5.1,0.94,-0.41,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,378.0,2.649,0.39,21.5,Elevated,Low,Extreme
Poland,POL,2001,2,Europe,High Income,52.0,20.0,Temperate,Continental,0.48,0.85,0.43,1.03,27.0,14.1,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.57,,12.1,0.78,-0.02,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,387.0,2.649,0.39,20.4,Normal,Low,Extreme
Poland,POL,2001,3,Europe,High Income,52.0,20.0,Temperate,Continental,0.54,0.87,0.37,0.78,13.6,3.7,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,0.19,,9.0,0.1,-0.5,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,383.0,2.649,0.39,21.6,Elevated,Low,Extreme
Poland,POL,2001,4,Europe,High Income,52.0,20.0,Temperate,Continental,0.51,0.97,0.35,0.77,1.9,-10.8,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.31,,1.5,-0.64,0.15,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,382.0,2.649,0.39,23.1,Elevated,Low,Extreme
Poland,POL,2001,5,Europe,High Income,52.0,20.0,Temperate,Continental,0.47,0.8,0.34,1.0,-12.5,-27.4,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.56,,-23.1,0.21,-0.43,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,394.0,2.649,0.39,20.6,Normal,Low,Extreme
Poland,POL,2001,6,Europe,High Income,52.0,20.0,Temperate,Continental,0.56,0.9,0.42,1.34,-25.5,-37.3,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,0.08,,-10.2,0.54,-0.01,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,376.0,2.649,0.39,22.1,Elevated,Low,Extreme
Poland,POL,2001,7,Europe,High Income,52.0,20.0,Temperate,Continental,0.56,0.9,0.42,1.17,-29.9,-40.2,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.13,,-13.1,-0.46,-0.16,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,392.0,2.649,0.39,24.0,Elevated,Low,Extreme
Poland,POL,2001,8,Europe,High Income,52.0,20.0,Temperate,Continental,0.51,0.87,0.37,1.0,-23.9,-37.9,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,0.11,,104.6,1.83,1.48,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,380.0,2.649,0.39,24.4,Elevated,Low,Extreme
Poland,POL,2001,9,Europe,High Income,52.0,20.0,Temperate,Continental,0.49,0.88,0.36,0.75,-13.7,-27.9,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.04,,-34.9,-0.58,-0.35,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,386.0,2.649,0.39,23.6,Normal,Low,Extreme
Poland,POL,2001,10,Europe,High Income,52.0,20.0,Temperate,Continental,0.65,1.06,0.56,1.41,-0.3,-12.0,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.14,,55.4,1.35,0.67,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,382.0,2.649,0.39,25.8,Elevated,Low,Extreme
Poland,POL,2001,11,Europe,High Income,52.0,20.0,Temperate,Continental,0.46,0.91,0.33,0.85,14.8,1.5,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.17,,22.4,0.48,0.79,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,376.0,2.649,0.39,20.3,Normal,Low,Extreme
Poland,POL,2001,12,Europe,High Income,52.0,20.0,Temperate,Continental,0.47,0.86,0.34,0.71,24.6,15.1,356.4,9.11,0.3564,4097.0,371,64.1,21.1,472.0,-1.6,,,,-0.58,,-35.9,-1.38,-0.65,184.1,6.0,71.1,774.5,64.4,7.7,0.02,40.14,12345.0,128242.8,67.4,30,33,4,395.0,2.649,0.39,26.2,Normal,Low,Extreme
Poland,POL,2002,1,Europe,High Income,52.0,20.0,Temperate,Continental,0.73,1.13,0.62,1.7,25.4,17.7,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.07,,32.8,1.43,0.43,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,377.0,2.708,0.45,26.5,Elevated,Low,Extreme
Poland,POL,2002,2,Europe,High Income,52.0,20.0,Temperate,Continental,0.73,1.12,0.61,1.65,22.8,13.4,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.35,,20.4,0.02,0.24,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,385.0,2.708,0.45,26.1,Elevated,Low,Extreme
Poland,POL,2002,3,Europe,High Income,52.0,20.0,Temperate,Continental,0.77,1.16,0.62,1.53,13.7,3.7,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.2,,6.2,0.88,0.53,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,371.0,2.708,0.45,26.5,Elevated,Low,Extreme
Poland,POL,2002,4,Europe,High Income,52.0,20.0,Temperate,Continental,0.67,0.96,0.52,1.33,-2.1,-11.3,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,0.93,,13.8,0.47,0.46,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,379.0,2.708,0.45,24.5,Elevated,Low,Extreme
Poland,POL,2002,5,Europe,High Income,52.0,20.0,Temperate,Continental,0.66,1.05,0.55,1.46,-15.8,-29.2,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,0.83,,17.4,0.65,0.16,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,389.0,2.708,0.45,24.4,Elevated,Low,Extreme
Poland,POL,2002,6,Europe,High Income,52.0,20.0,Temperate,Continental,0.64,1.01,0.47,1.04,-25.2,-37.0,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,0.87,,17.1,-0.2,-0.21,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,393.0,2.708,0.45,24.7,Elevated,Low,Extreme
Poland,POL,2002,7,Europe,High Income,52.0,20.0,Temperate,Continental,0.68,1.06,0.54,1.41,-28.8,-42.8,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.02,,14.4,1.13,0.03,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,393.0,2.708,0.45,24.7,Elevated,Low,Extreme
Poland,POL,2002,8,Europe,High Income,52.0,20.0,Temperate,Continental,0.73,1.13,0.58,1.77,-22.1,-35.1,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.37,,-19.7,-0.8,-0.32,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,388.0,2.708,0.45,29.1,Elevated,Low,Extreme
Poland,POL,2002,9,Europe,High Income,52.0,20.0,Temperate,Continental,0.68,1.02,0.55,1.41,-15.2,-25.4,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,0.56,,-85.7,-1.24,-1.26,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,375.0,2.708,0.45,32.0,Elevated,Low,Extreme
Poland,POL,2002,10,Europe,High Income,52.0,20.0,Temperate,Continental,0.7,1.04,0.58,1.58,-1.8,-13.3,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.17,,-65.4,-0.92,-0.33,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,384.0,2.708,0.45,30.5,Elevated,Low,Extreme
Poland,POL,2002,11,Europe,High Income,52.0,20.0,Temperate,Continental,0.74,1.14,0.59,1.72,11.6,3.4,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,0.79,,-54.4,-0.84,-0.6,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,382.0,2.708,0.45,30.7,Elevated,Low,Extreme
Poland,POL,2002,12,Europe,High Income,52.0,20.0,Temperate,Continental,0.74,1.07,0.56,1.38,26.1,13.5,372.3,8.57,0.3723,4469.0,373,64.3,24.0,513.1,-0.3,,,,1.0,,-30.5,-0.43,-0.52,192.7,7.3,68.8,772.7,67.4,9.8,0.0,40.34,12852.0,128881.8,66.7,30,33,4,383.0,2.708,0.45,28.3,Elevated,Low,Extreme
Poland,POL,2003,1,Europe,High Income,52.0,20.0,Temperate,Continental,0.68,1.08,0.52,1.31,28.0,19.3,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.39,,-8.2,0.04,0.07,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,382.0,2.767,0.45,24.7,Elevated,Low,Extreme
Poland,POL,2003,2,Europe,High Income,52.0,20.0,Temperate,Continental,0.69,1.03,0.62,1.67,23.6,12.8,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.93,,-6.4,0.12,-0.11,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,383.0,2.767,0.45,24.8,Elevated,Low,Extreme
Poland,POL,2003,3,Europe,High Income,52.0,20.0,Temperate,Continental,0.6,0.98,0.51,1.05,12.1,3.2,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.28,,58.2,0.69,0.11,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,387.0,2.767,0.45,24.7,Elevated,Low,Extreme
Poland,POL,2003,4,Europe,High Income,52.0,20.0,Temperate,Continental,0.76,1.1,0.63,1.74,0.4,-12.2,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.86,,19.4,-0.23,-0.01,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,380.0,2.767,0.45,27.8,Elevated,Low,Extreme
Poland,POL,2003,5,Europe,High Income,52.0,20.0,Temperate,Continental,0.6,1.01,0.46,0.88,-15.9,-25.0,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.04,,-42.3,-0.8,0.03,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,398.0,2.767,0.45,27.1,Elevated,Low,Extreme
Poland,POL,2003,6,Europe,High Income,52.0,20.0,Temperate,Continental,0.7,1.11,0.61,1.48,-22.4,-36.1,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.78,,-9.4,-0.36,-0.07,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,374.0,2.767,0.45,26.5,Elevated,Low,Extreme
Poland,POL,2003,7,Europe,High Income,52.0,20.0,Temperate,Continental,0.61,0.97,0.47,1.36,-29.3,-39.5,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.68,,19.3,0.47,-0.33,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,395.0,2.767,0.45,23.5,Elevated,Low,Extreme
Poland,POL,2003,8,Europe,High Income,52.0,20.0,Temperate,Continental,0.64,1.0,0.49,1.34,-24.7,-35.1,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.73,,9.2,0.42,-0.03,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,388.0,2.767,0.45,23.8,Elevated,Low,Extreme
Poland,POL,2003,9,Europe,High Income,52.0,20.0,Temperate,Continental,0.7,1.1,0.59,1.39,-15.4,-28.2,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.77,,-35.0,-0.25,-0.26,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,378.0,2.767,0.45,27.0,Elevated,Low,Extreme
Poland,POL,2003,10,Europe,High Income,52.0,20.0,Temperate,Continental,0.68,1.0,0.55,1.31,-2.3,-13.5,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.88,,34.9,0.64,0.68,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,388.0,2.767,0.45,25.6,Elevated,Low,Extreme
Poland,POL,2003,11,Europe,High Income,52.0,20.0,Temperate,Continental,0.71,1.09,0.6,1.31,17.7,3.6,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.64,,57.6,1.39,0.24,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,386.0,2.767,0.45,27.1,Elevated,Low,Extreme
Poland,POL,2003,12,Europe,High Income,52.0,20.0,Temperate,Continental,0.61,1.06,0.46,1.25,25.3,13.0,353.2,8.95,0.3532,4822.0,376,60.5,22.2,486.5,0.6,,,,0.68,,40.3,0.51,0.4,179.8,6.2,68.6,785.6,62.9,7.8,0.04,40.55,13000.0,129552.7,65.6,30,33,4,400.0,2.767,0.45,24.3,Elevated,Low,Extreme
Poland,POL,2004,1,Europe,High Income,52.0,20.0,Temperate,Continental,0.64,1.0,0.49,1.13,28.7,19.1,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.2,,53.9,1.85,0.82,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,377.0,2.826,0.39,25.3,Elevated,Low,Extreme
Poland,POL,2004,2,Europe,High Income,52.0,20.0,Temperate,Continental,0.65,1.04,0.5,1.61,25.5,12.6,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.72,,-24.1,-0.83,-0.08,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,382.0,2.826,0.39,27.6,Elevated,Low,Extreme
Poland,POL,2004,3,Europe,High Income,52.0,20.0,Temperate,Continental,0.65,1.06,0.54,1.33,16.5,3.2,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.96,,12.4,0.3,0.1,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,396.0,2.826,0.39,24.0,Elevated,Low,Extreme
Poland,POL,2004,4,Europe,High Income,52.0,20.0,Temperate,Continental,0.6,0.96,0.49,1.16,-4.4,-11.7,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.87,,48.4,0.7,0.79,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,391.0,2.826,0.39,24.2,Elevated,Low,Extreme
Poland,POL,2004,5,Europe,High Income,52.0,20.0,Temperate,Continental,0.65,1.03,0.58,1.23,-14.0,-26.9,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.89,,-23.2,-1.3,0.06,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,391.0,2.826,0.39,29.3,Elevated,Low,Extreme
Poland,POL,2004,6,Europe,High Income,52.0,20.0,Temperate,Continental,0.64,1.07,0.48,1.34,-24.2,-35.7,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.91,,61.2,0.19,0.82,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,382.0,2.826,0.39,25.6,Elevated,Low,Extreme
Poland,POL,2004,7,Europe,High Income,52.0,20.0,Temperate,Continental,0.58,0.96,0.44,1.26,-29.3,-40.0,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.61,,81.4,1.37,1.27,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,387.0,2.826,0.39,25.0,Elevated,Low,Extreme
Poland,POL,2004,8,Europe,High Income,52.0,20.0,Temperate,Continental,0.68,1.05,0.54,1.46,-22.0,-37.8,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.94,,14.4,0.25,0.22,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,395.0,2.826,0.39,24.8,Elevated,Low,Extreme
Poland,POL,2004,9,Europe,High Income,52.0,20.0,Temperate,Continental,0.54,1.01,0.35,1.26,-12.0,-27.8,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.84,,36.9,0.94,0.38,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,409.0,2.826,0.39,22.5,Elevated,Low,Extreme
Poland,POL,2004,10,Europe,High Income,52.0,20.0,Temperate,Continental,0.61,1.0,0.49,1.31,2.0,-10.2,357.0,8.69,0.357,5179.0,377,63.2,22.4,489.4,-0.0,,,,0.58,,71.5,1.31,0.73,182.4,8.3,71.4,783.0,63.8,10.6,0.03,40.75,13357.0,130191.7,67.0,30,33,4,370.0,2.826,0.39,25.3,Elevated,Low,Extreme
